eq_id;system;item;target_quantity;unit;target_parameter;status;verification;source;proposed_zone;interface_ids;service_access;mass_kg;dimensions_mm;rated_electric_power_w;start_peak_w;daily_energy_wh;installed_state;procurement_state
EQ-045;WATERMAKER;Контроль солёности и отвод некондиционной воды;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Watermaker;"W02 сервисная зона опреснителя; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-06 IF-10 IF-12;"Выемка мембран и колб по инструкции изготовителя; место консервации; пробы воды и контроль отводов";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-046;WATERMAKER;Ступени предфильтрации;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Watermaker;"W02 сервисная зона опреснителя; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-06 IF-10 IF-12;"Выемка мембран и колб по инструкции изготовителя; место консервации; пробы воды и контроль отводов";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-047;WATERMAKER;Выбор танка продуктовой воды;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Watermaker;"W02 сервисная зона опреснителя; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-06 IF-10 IF-12;"Выемка мембран и колб по инструкции изготовителя; место консервации; пробы воды и контроль отводов";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-048;WATERMAKER;Удалённый мониторинг опреснителя;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Watermaker;"W02 сервисная зона опреснителя; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-06 IF-10 IF-12;"Выемка мембран и колб по инструкции изготовителя; место консервации; пробы воды и контроль отводов";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-049;HOT_WATER;Калорифер с двумя источниками нагрева;UNKNOWN;шт/комплект — уточнить комплектность;тепло двигателя и 230 V;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Hot water;"W03 зона бойлера близко к потребителям; не над электрикой; HYPOTHESIS_NOT_POSITIONED";IF-04 IF-06 IF-10 IF-13;"Снятие нагревателя/анода если применим; слив и замена целого бака; доступ к клапанам";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-050;HOT_WATER;Второй калорифер;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;OPTION_TO_STUDY;NOT_CHECKED;docs/16-premium-builder-specification.md#Hot water;"W03 зона бойлера близко к потребителям; не над электрикой; HYPOTHESIS_NOT_POSITIONED";IF-04 IF-06 IF-10 IF-13;"Снятие нагревателя/анода если применим; слив и замена целого бака; доступ к клапанам";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-051;HOT_WATER;Термостатическое смешение против ожога;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Hot water;"W03 зона бойлера близко к потребителям; не над электрикой; HYPOTHESIS_NOT_POSITIONED";IF-04 IF-06 IF-10 IF-13;"Снятие нагревателя/анода если применим; слив и замена целого бака; доступ к клапанам";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-052;HOT_WATER;Рециркуляция ГВС;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;OPTION_TO_STUDY;NOT_CHECKED;docs/16-premium-builder-specification.md#Hot water;"W03 зона бойлера близко к потребителям; не над электрикой; HYPOTHESIS_NOT_POSITIONED";IF-04 IF-06 IF-10 IF-13;"Снятие нагревателя/анода если применим; слив и замена целого бака; доступ к клапанам";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-053;SANITATION;Электрические туалеты с двумя источниками смыва;UNKNOWN;шт/комплект — уточнить комплектность;"каждый гостевой санузел; санузлов целевых 4";PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Sanitation — dual flush-water concept;"W04 мокрые зоны каждого ensuite и отдельная сервисная зона стоков; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-10 IF-14 IF-15;"Обслужить насос и антисифонный узел; прочистить шланги; доступ к люку танка; слив не над E01";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-054;SANITATION;Фильтрованная забортная подача санитарного смыва;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Sanitation — dual flush-water concept;"W04 мокрые зоны каждого ensuite и отдельная сервисная зона стоков; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-10 IF-14 IF-15;"Обслужить насос и антисифонный узел; прочистить шланги; доступ к люку танка; слив не над E01";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-055;SANITATION;Узел выбора источника смыва и физической защиты питьевой воды;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Sanitation — dual flush-water concept;"W04 мокрые зоны каждого ensuite и отдельная сервисная зона стоков; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-10 IF-14 IF-15;"Обслужить насос и антисифонный узел; прочистить шланги; доступ к люку танка; слив не над E01";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-056;SANITATION;Вакуумные/антисифонные устройства и обратные клапаны;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Sanitation — dual flush-water concept;"W04 мокрые зоны каждого ensuite и отдельная сервисная зона стоков; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-10 IF-14 IF-15;"Обслужить насос и антисифонный узел; прочистить шланги; доступ к люку танка; слив не над E01";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-057;SANITATION;Чёрный танк и датчик высокого уровня;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Sanitation — dual flush-water concept;"W04 мокрые зоны каждого ensuite и отдельная сервисная зона стоков; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-10 IF-14 IF-15;"Обслужить насос и антисифонный узел; прочистить шланги; доступ к люку танка; слив не над E01";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-058;SANITATION;Палубный приёмник откачки;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Sanitation — dual flush-water concept;"W04 мокрые зоны каждого ensuite и отдельная сервисная зона стоков; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-10 IF-14 IF-15;"Обслужить насос и антисифонный узел; прочистить шланги; доступ к люку танка; слив не над E01";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-059;SANITATION;Контролируемый бортовой слив и запираемая арматура;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Sanitation — dual flush-water concept;"W04 мокрые зоны каждого ensuite и отдельная сервисная зона стоков; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-10 IF-14 IF-15;"Обслужить насос и антисифонный узел; прочистить шланги; доступ к люку танка; слив не над E01";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-060;SANITATION;Насос/мацератор удаления стоков с резервом или сервисным аварийным решением;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Sanitation — dual flush-water concept;"W04 мокрые зоны каждого ensuite и отдельная сервисная зона стоков; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-10 IF-14 IF-15;"Обслужить насос и антисифонный узел; прочистить шланги; доступ к люку танка; слив не над E01";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-061;SANITATION;Вентиляция танка и фильтрация запаха;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Sanitation — dual flush-water concept;"W04 мокрые зоны каждого ensuite и отдельная сервисная зона стоков; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-10 IF-14 IF-15;"Обслужить насос и антисифонный узел; прочистить шланги; доступ к люку танка; слив не над E01";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-062;SANITATION;Санитарные шланги коллекторы крепления;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Sanitation — dual flush-water concept;"W04 мокрые зоны каждого ensuite и отдельная сервисная зона стоков; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-10 IF-14 IF-15;"Обслужить насос и антисифонный узел; прочистить шланги; доступ к люку танка; слив не над E01";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-063;HVAC;Чиллер №1;1;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-064;HVAC;Чиллер №2;1;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-065;HVAC;Изолирующая арматура чиллеров;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-066;HVAC;Циркуляционные насосы duty/standby;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;CONDITIONAL_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-067;HVAC;Фанкойл Master;1;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-068;HVAC;Фанкойл VIP;1;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-069;HVAC;Фанкойл боковой гостевой;1;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-070;HVAC;Фанкойл трансформируемой каюты;1;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-071;HVAC;Фанкойл/фанкойлы салона;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-072;HVAC;Фанкойлы камбуза навигационной/сервисной зоны;UNKNOWN;шт/комплект — уточнить комплектность;по тепловому расчёту;CONDITIONAL_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-073;HVAC;Местные термостаты и управление ступенями;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-074;HVAC;Конденсатные отводы;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-075;HVAC;Трубопроводы хладоносителя изоляция и компенсаторы;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-076;HVAC;Воздушные решётки возврат воздуха и фильтры;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-077;HVAC;Обратный цикл/резервное водяное отопление;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;OPTION_TO_STUDY;NOT_CHECKED;docs/16-premium-builder-specification.md#HVAC;"C01/C02 сервисная зона чиллеров; FC локально в помещениях; HYPOTHESIS_NOT_POSITIONED";IF-02 IF-05 IF-06 IF-16 IF-17;"Извлечение компрессорного модуля; чистка фильтра FC с открытым фасадом; доступ к дренажам; возврат воздуха не перекрыт багажом";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-078;AV;TV Master;1;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Entertainment and AV;"A01 сухая стойка; оконечные устройства в каютах салоне кокпите; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-18;"Вентиляция стойки; замена усилителя; сервис ТВ без снятия несущей панели; кабельные петли";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-079;AV;TV VIP;1;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Entertainment and AV;"A01 сухая стойка; оконечные устройства в каютах салоне кокпите; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-18;"Вентиляция стойки; замена усилителя; сервис ТВ без снятия несущей панели; кабельные петли";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-080;AV;TV боковой каюты;1;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Entertainment and AV;"A01 сухая стойка; оконечные устройства в каютах салоне кокпите; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-18;"Вентиляция стойки; замена усилителя; сервис ТВ без снятия несущей панели; кабельные петли";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-081;AV;TV трансформируемой каюты;1;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Entertainment and AV;"A01 сухая стойка; оконечные устройства в каютах салоне кокпите; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-18;"Вентиляция стойки; замена усилителя; сервис ТВ без снятия несущей панели; кабельные петли";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-082;AV;TV салона;1;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Entertainment and AV;"A01 сухая стойка; оконечные устройства в каютах салоне кокпите; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-18;"Вентиляция стойки; замена усилителя; сервис ТВ без снятия несущей панели; кабельные петли";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-083;AV;Аудиозоны кают салона кокпита;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Entertainment and AV;"A01 сухая стойка; оконечные устройства в каютах салоне кокпите; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-18;"Вентиляция стойки; замена усилителя; сервис ТВ без снятия несущей панели; кабельные петли";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-084;AV;Носовая аудиозона;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;OPTION_TO_STUDY;NOT_CHECKED;docs/16-premium-builder-specification.md#Entertainment and AV;"A01 сухая стойка; оконечные устройства в каютах салоне кокпите; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-18;"Вентиляция стойки; замена усилителя; сервис ТВ без снятия несущей панели; кабельные петли";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-085;AV;Центральная стойка усилителей и AV сети;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Entertainment and AV;"A01 сухая стойка; оконечные устройства в каютах салоне кокпите; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-18;"Вентиляция стойки; замена усилителя; сервис ТВ без снятия несущей панели; кабельные петли";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-086;AV;Ethernet фиксированного AV оборудования;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Entertainment and AV;"A01 сухая стойка; оконечные устройства в каютах салоне кокпите; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-18;"Вентиляция стойки; замена усилителя; сервис ТВ без снятия несущей панели; кабельные петли";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
EQ-087;AV;Местное управление и локальное воспроизведение без облака;UNKNOWN;шт/комплект — уточнить комплектность;UNKNOWN;PROVISIONAL_DESIGN_TARGET;NOT_CHECKED;docs/16-premium-builder-specification.md#Entertainment and AV;"A01 сухая стойка; оконечные устройства в каютах салоне кокпите; HYPOTHESIS_NOT_POSITIONED";IF-06 IF-07 IF-17 IF-18;"Вентиляция стойки; замена усилителя; сервис ТВ без снятия несущей панели; кабельные петли";UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;UNKNOWN;"NOT_CONFIRMED; в наличии только корпус";"NOT_SELECTED; RFQ после интерфейсных данных"
